title,publication_date,product_name,company_in_the_list,company_name_variants,multiple_nationality,main_country,no_total_authors,no_author_with_any_coi,coi_employment,coi_advisory_consulting,coi_speakers_bureau,coi_honoraria,first_author_coi_all,last_author_coi_all,coi_employment_first_author,coi_employment_last_author,coi_advisory_first_author,coi_advisory_last_author,coi_speakers_first_author,coi_speakers_last_author,coi_honoraria_first_author,coi_honoraria_last_author
Superior Long-Term Outcome With Idarubicin Compared With High-Dose Daunorubicin in Patients With Acute Myeloid Leukemia Age 50 Years and Older,2013-01-20,idarubicin,False,[],0,France,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bevacizumab in Stage II-III Colon Cancer: 5-Year Update of the National Surgical Adjuvant Breast and Bowel Project C-08 Trial ,2013-01-20,bevacizumab,True,"['Genentech', 'Genentech (U)']",0,USA,7,3,0,3,0,0,1,1,0,0,1,1,0,0,0,0
Phase III Randomized Intergroup Trial of CHOP Plus Rituximab Compared With CHOP Chemotherapy Plus 131Iodine-Tositumomab for Previously Untreated Follicular Non-Hodgkin Lymphoma: SWOG S0016,2013-01-20,rituximab,True,"['Roche/Genentech', 'Genentech', 'Roche']",0,USA,15,6,0,5,0,3,1,0,0,0,1,0,0,0,0,0
Randomized Controlled Trial of a Video Decision Support Tool for Cardiopulmonary Resuscitation Decision Making in Advanced Cancer,2013-01-20,,False,[],0,USA,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adjuvant Procarbazine, Lomustine, and Vincristine  Chemotherapy in Newly Diagnosed Anaplastic Oligodendroglioma: Long-Term Follow-Up of EORTC Brain Tumor Group Study 26951",2013-01-20,"PCV chemotherapy (procarbazine, lomustine, vincristine)",False,[],0,Belgium,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Intrinsic Molecular Subtypes of Glioma Are Prognostic and Predict Benefit From Adjuvant Procarbazine, Lomustine, and Vincristine Chemotherapy in Combination With Other Prognostic Factors in Anaplastic Oligodendroglial Brain Tumors: A Report From EORTC Study 26951",2013-01-20,"Procarbazine, Lomustine, and Vincristine (PCV)",False,[],0,Belgium,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Results of a Randomized Trial of Chlorambucil Versus Fludarabine for Patients With Untreated WaldenstrÃƒÂ¶m Macroglobulinemia, Marginal Zone Lymphoma, or Lymphoplasmacytic Lymphoma",2013-01-20,fludarabine,False,[],0,Australia,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90Yttrium-Ibritumomab-Tiuxetan as First-Line Treatment for Follicular Lymphoma: 30 Months of Follow-Up Data From an International Multicenter Phase II Clinical Trial,2013-01-20,ibritumomab tiuxetan,True,['Bayer Schering Pharma'],0,Sweden,15,3,0,1,0,2,1,1,0,0,1,0,0,0,0,0
Phase III Trial of Chemoradiotherapy for Anaplastic Oligodendroglioma: Long-Term Results of RTOG 9402,2013-01-20,"PCV (procarbazine, lomustine, vincristine)",False,[],0,USA,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randomized Phase III Placebo-Controlled Trial of Letrozole Plus Oral Temsirolimus As First-Line Endocrine Therapy in Postmenopausal Women With Locally Advanced or Metastatic Breast Cancer,2013-01-10,temsirolimus,True,['Wyeth Research'],0,USA,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phase II and Biomarker Study of the Dual MET/VEGFR2 Inhibitor Foretinib in Patients With Papillary Renal Cell Carcinoma,2013-01-10,foretinib,True,['Exelixis'],0,USA,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Positron Emission Tomography/Computed Tomography Identification of Clear Cell Renal Cell Carcinoma: Results From the REDECT Trial,2013-01-10,girentuximab,True,"['WILEX (U)', 'WILEX']",0,Germany,11,11,4,4,0,0,1,1,1,0,0,0,0,0,0,0
"Randomized Phase II Study of Bortezomib, Thalidomide, and Dexamethasone With or Without Cyclophosphamide As Induction Therapy in Previously Untreated Multiple Myeloma",2013-01-10,bortezomib,True,['Millennium Pharmaceuticals'],0,Belgium,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Molecular Gene Expression Profiling to Predict the Tissue of Origin and Direct Site-Specific Therapy in Patients With Carcinoma of Unknown Primary Site: A Prospective Trial of the Sarah Cannon Research Institute,2013-01-10,92-gene cancer classification assay,True,['bioTheranostics'],0,USA,7,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0
A European Organisation for Research and Treatment of Cancer Phase III Trial of Adjuvant Whole-Brain Radiotherapy Versus Observation in Patients With One to Three Brain Metastases From Solid Tumors After Surgical Resection or Radiosurgery: Quality-of-Life Results,2013-01-01,,False,[],0,Belgium,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Impact of FOLFIRINOX Compared With Gemcitabine on Quality of Life in Patients With Metastatic Pancreatic Cancer: Results From the PRODIGE 4/ACCORD 11 Randomized Trial,2013-01-01,FOLFIRINOX,True,['sanofi-aventis'],0,France,12,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1
Results of Annual Screening in Phase I of the United Kingdom Familial Ovarian Cancer Screening Study Highlight the Need for Strict Adherence to Screening Schedule,2013-01-01,,False,[],0,USA,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parenteral Hydration in Patients With Advanced Cancer: A Multicenter, Double-Blind, Placebo-Controlled Randomized Trial",2013-01-01,,False,[],0,USA,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pegylated Liposomal Doxorubicin, Rituximab, Cyclophosphamide, Vincristine, and Prednisone in AIDS-Related Lymphoma: AIDS Malignancy Consortium Study 047",2013-01-01,pegylated liposomal doxorubicin,False,[],0,USA,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Results From a Prospective, Open-Label, Phase II Trial of Bendamustine in Refractory or Relapsed T-Cell Lymphomas: The BENTLY Trial",2013-01-01,bendamustine,True,"['Mundipharma', 'Mundipharma (U)']",0,France,26,4,1,0,0,4,1,1,1,0,0,0,0,0,0,0
Bruton Tyrosine Kinase Inhibitor Ibrutinib (PCI-32765) Has Significant Activity in Patients With Relapsed/Refractory B-Cell Malignancies,2013-01-01,ibrutinib,True,"['Pharamcyclics', 'Pharamacyclics', 'Pharmacyclics']",0,USA,15,12,5,3,0,0,1,1,1,0,0,0,0,0,0,0
Acupuncture for Cancer-Related Fatigue in Patients With Breast Cancer: A Pragmatic Randomized Controlled Trial,2012-12-20,,False,[],0,United Kingdom,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinical Outcome of the ACCORD 12/0405 PRODIGE 2 Randomized Trial in Rectal Cancer,2012-12-20,capecitabine,True,['Roche'],0,France,22,4,0,4,0,2,1,0,0,0,1,0,0,0,0,0
Pemetrexed Versus Pemetrexed and Carboplatin As Second-Line Chemotherapy in Advanced Nonâ€“Small-Cell Lung Cancer: Results of the GOIRC 02-2006 Randomized Phase II Study and Pooled Analysis With the NVALT7 Trial,2012-12-20,pemetrexed,True,['Eli Lilly'],0,the Netherlands,25,6,0,0,0,6,1,1,0,0,0,0,0,0,1,1
Rituximab Maintenance Therapy After Autologous Stem-Cell Transplantation in Patients With Relapsed CD20+ Diffuse Large B-Cell Lymphoma: Final Analysis of the Collaborative Trial in Relapsed Aggressive Lymphoma,2012-12-20,rituximab,True,"['Roche', 'Roche Pharma', 'Roche (U)']",0,USA,20,11,0,7,0,8,1,1,0,0,1,0,0,0,0,0
Biallelic ATM Inactivation Significantly Reduces Survival in Patients Treated on the United Kingdom Leukemia Research Fund Chronic Lymphocytic Leukemia 4 Trial,2012-12-20,chlorambucil,False,[],0,United Kingdom,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mammostrat As an Immunohistochemical Multigene Assay for Prediction of Early Relapse Risk in the Tamoxifen Versus Exemestane Adjuvant Multicenter Trial Pathology Study,2012-12-20,Mammostrat,True,['Clarient'],0,Belgium,16,6,5,1,0,0,1,1,1,0,0,0,0,0,0,0
"Long-Term Update of US GI Intergroup RTOG 98-11 Phase III Trial for Anal Carcinoma: Survival, Relapse, and Colostomy Failure With Concurrent Chemoradiation Involving Fluorouracil/Mitomycin Versus Fluorouracil/Cisplatin",2012-12-10,fluorouracil,False,[],0,USA,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Referral Practices of Oncologists to Specialized Palliative Care,2012-12-10,,False,[],0,Canada,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Impact of [18F]Fluorodeoxyglucose Positron Emission Tomography Response Evaluation in Patients With Highâ€“Tumor Burden Follicular Lymphoma Treated With Immunochemotherapy: A Prospective Study From the Groupe d'Etudes des Lymphomes de l'Adulte and GOELAMS,2012-12-10,rituximab,True,['Roche'],0,Italy,20,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1
Initial Molecular Response at 3 Months May Predict Both Response and Event-Free Survival at 24 Months in Imatinib-Resistant or -Intolerant Patients With Philadelphia Chromosomeâ€“Positive Chronic Myeloid Leukemia in Chronic Phase Treated With Nilotinib,2012-12-10,nilotinib,True,['Novartis'],0,Germany,13,13,3,8,0,7,1,1,1,0,0,0,0,0,0,0
"Symptomatic Treatment With Lanreotide Microparticles in Inoperable Bowel Obstruction Resulting From Peritoneal Carcinomatosis: A Randomized, Double-Blind, Placebo-Controlled Phase III Study",2012-12-10,lanreotide,True,['Ipsen'],0,France,10,3,2,0,0,1,1,1,1,0,0,0,0,0,0,1
Research Participants' High Expectations of Benefit in Early-Phase Oncology Trials: Are We Asking the Right Question?,2012-12-10,,False,[],0,USA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randomized Controlled Trial of Interval-Compressed Chemotherapy for the Treatment of Localized Ewing Sarcoma: A Report From the Children's Oncology Group,2012-11-20,vincristine,False,[],0,USA,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prospective International Multicenter Phase II Trial of Intravenous Pegylated Liposomal Doxorubicin Monochemotherapy in Patients With Stage IIB, IVA, or IVB Advanced Mycosis Fungoides: Final Results From EORTC 21012",2012-11-20,pegylated liposomal doxorubicin,True,['Johnson & Johnson (U)'],0,France,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HLA-Mismatched Stem-Cell Microtransplantation As Postremission Therapy for Acute Myeloid Leukemia:  Long-Term Follow-Up,2012-11-20,,False,[],0,China,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Efficacy of Cognitive Behavioral Therapy and Physical Exercise in Alleviating Treatment-Induced Menopausal Symptoms in Patients With Breast Cancer: Results of a Randomized, Controlled, Multicenter Trial",2012-11-20,,False,[],0,United Kingdom,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Open-Label, Multicenter, Randomized Phase III Trial of Adjuvant Chemoradiation Plus Interferon Alfa-2b Versus Fluorouracil and Folinic Acid for Patients With Resected Pancreatic Adenocarcinoma",2012-11-20,interferon alfa-2b,False,[],0,Italy,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phase I Study of a Novel Oral Janus Kinase 2 Inhibitor, SB1518, in Patients With Relapsed Lymphoma: Evidence of Clinical and Biologic Activity in Multiple Lymphoma Subtypes",2012-11-20,SB1518,True,"['S*Bio Pte Ltd', 'S*Bio Pte Ltd (U)']",0,Singapore,15,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0
Phase I Trial and Pharmacokinetic Study of Lexatumumab in Pediatric Patients With Solid Tumors,2012-11-20,lexatumumab,False,[],0,USA,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stage-Adapted Treatment of HIV-Associated Hodgkin Lymphoma: Results of a Prospective Multicenter Study,2012-11-20,doxorubicin,False,[],0,Germany,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Six Cycles of Doxorubicin and Cyclophosphamide or Paclitaxel Are Not Superior to Four Cycles As Adjuvant Chemotherapy for Breast Cancer in Women With Zero to Three Positive Axillary Nodes: Cancer and Leukemia Group B 40101,2012-11-20,paclitaxel,False,[],0,USA,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Incorporating Bevacizumab and Erlotinib in the Combined-Modality Treatment of Stage III Nonâ€“Small-Cell Lung Cancer: Results of a Phase I/II Trial,2012-11-10,bevacizumab,True,['Genentech'],0,USA,11,3,0,1,0,1,1,1,0,0,1,0,0,0,0,0
Obesity and Risk of Recurrence or Death After Adjuvant Endocrine Therapy With Letrozole or Tamoxifen in the Breast International Group 1-98 Trial,2012-11-10,letrozole,True,['Novartis'],0,United Kingdom,17,5,0,0,0,2,1,1,0,0,0,0,0,0,0,0
Phase I Study of Folate Conjugate EC145 (Vintafolide) in Patients With Refractory Solid Tumors,2012-11-10,vintafolide,True,"['Endocyte', 'Endocyte (U)']",0,USA,13,7,4,3,0,0,1,1,1,0,0,0,0,0,0,0
Estrogen Plus Progestin and Colorectal Cancer Incidence and Mortality,2012-11-10,conjugated equine estrogen (CEE) and medroxyprogesterone acetate (MPA),True,['Wyeth Ayerst'],0,USA,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Randomized, Double-Blind, Placebo-Controlled, Phase III Cross-Over Study Evaluating the Oral Neurokinin-1 Antagonist Aprepitant in Combination With a 5HT3 Receptor Antagonist and Dexamethasone in Patients With Germ Cell Tumors Receiving 5-Day Cisplatin Combination Chemotherapy Regimens: A Hoosier Oncology Group Study",2012-11-10,aprepitant,False,[],0,USA,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Addition of Gemtuzumab Ozogamicin to Induction Chemotherapy Improves Survival in Older Patients With Acute Myeloid Leukemia,2012-11-10,gemtuzumab ozogamicin,True,['Pfizer'],0,Denmark,12,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Randomized Trial of Short-Course Radiotherapy Versus Long-Course Chemoradiation Comparing Rates of Local Recurrence in Patients With T3 Rectal Cancer: Trans-Tasman Radiation Oncology Group Trial 01.04,2012-11-01,fluorouracil,False,[],0,New Zealand,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long-Term Results of the Randomized Phase III Trial EORTC 18991 of Adjuvant Therapy With Pegylated Interferon Alfa-2b Versus Observation in Resected Stage III Melanoma,2012-11-01,peginterferon alfa-2b,True,"['Merck', 'MSD']",0,Canada,15,4,0,4,0,2,1,0,0,0,1,0,0,0,0,0
Association Between Circulating Tumor Cells and Prognosis in Patients With Stage III Melanoma With Sentinel Lymph Node Metastasis in a Phase III International Multicenter Trial,2012-11-01,,False,['NANT'],0,USA,10,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1
"L-Carnitine Supplementation for the Management of Fatigue in Patients With Cancer: An Eastern Cooperative Oncology Group Phase III, Randomized, Double-Blind, Placebo-Controlled Trial",2012-11-01,L-Carnitine,False,[],0,USA,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seven-Year Follow-Up Assessment of Cardiac Function in NSABP B-31, a Randomized Trial Comparing Doxorubicin and Cyclophosphamide Followed by Paclitaxel (ACP) With ACP Plus Trastuzumab As Adjuvant Therapy for Patients With Node-Positive, Human Epidermal Growth Factor Receptor 2â€“Positive Breast Cancer",2012-11-01,trastuzumab,True,"['Genentech/Roche (U)', 'Genentech', 'Genentech/Roche']",0,USA,21,4,0,3,0,2,1,1,0,0,1,0,0,0,0,0
"Randomized, Open-Label, Phase III Study Comparing Patupilone (EPO906) With Pegylated Liposomal Doxorubicin in Platinum-Refractory or -Resistant Patients With Recurrent Epithelial Ovarian, Primary Fallopian Tube, or Primary Peritoneal Cancer",2012-11-01,patupilone,True,['Novartis Pharmaceuticals'],0,USA,17,6,4,1,0,1,1,1,1,0,0,0,0,0,0,1
Lymphatic Mapping and Sentinel Lymph Node Biopsy in Women With Squamous Cell Carcinoma of the Vulva: A Gynecologic Oncology Group Study,2012-11-01,,False,[],0,USA,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acute Myeloid Leukemia (AML): Different Treatment Strategies Versus a Common Standard Armâ€”Combined Prospective Analysis by the German AML Intergroup,2012-10-10,cytarabine,False,[],0,,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cediranib Plus FOLFOX/CAPOX Versus Placebo Plus FOLFOX/CAPOX in Patients With Previously Untreated Metastatic Colorectal Cancer: A Randomized, Double-Blind, Phase III Study (HORIZON II)",2012-10-10,cediranib,True,['AstraZeneca'],0,United Kingdom,15,8,3,2,0,2,1,0,1,0,0,0,0,0,0,0
"Aflibercept and Docetaxel Versus Docetaxel Alone After Platinum Failure in Patients With Advanced or Metastatic Nonâ€“Small-Cell Lung Cancer: A Randomized, Controlled Phase III Trial",2012-10-10,aflibercept,True,"['sanofi-aventis', 'Sanofi']",0,United Kingdom,14,8,2,3,0,4,1,0,1,0,0,0,0,0,0,0
"Cediranib With mFOLFOX6 Versus Bevacizumab With mFOLFOX6 As First-Line Treatment for Patients With Advanced Colorectal Cancer: A Double-Blind, Randomized Phase III Study (HORIZON III)",2012-10-10,cediranib,True,"['AstraZeneca', 'AstraZeneca (U)']",0,Belgium,15,6,2,2,0,0,1,0,1,0,0,0,0,0,0,0
"Randomized, Double-Blind, Placebo-Controlled Study to Assess the Efficacy and Toxicity of Subcutaneous Ketamine in the Management of Cancer Pain ",2012-10-10,ketamine,False,[],0,Australia,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neurocognitive Function and CNS Integrity in Adult Survivors of Childhood Hodgkin Lymphoma ,2012-10-10,,False,[],0,USA,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Association of KRAS G13D Tumor Mutations With Outcome in Patients With Metastatic Colorectal Cancer Treated With First-Line Chemotherapy With or Without Cetuximab,2012-10-10,cetuximab,True,['Merck KGaA'],0,Germany,6,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0
Bosutinib Versus Imatinib in Newly Diagnosed Chronic-Phase Chronic Myeloid Leukemia: Results From the BELA Trial,2012-10-01,bosutinib,True,"['Pfizer', 'Wyeth Research/Pfizer']",0,Italy,11,7,3,3,0,2,1,0,1,0,0,0,0,0,0,0
"Randomized, Phase III Study of Gemcitabine or Erlotinib Maintenance Therapy Versus Observation, With Predefined Second-Line Treatment, After Cisplatin-Gemcitabine Induction Chemotherapy in Advanced Nonâ€“Small-Cell Lung Cancer",2012-10-01,erlotinib,True,['Roche'],0,Spain,20,11,0,9,0,7,1,0,0,0,1,0,0,0,0,0
"Addition of Aflibercept to Fluorouracil, Leucovorin, and Irinotecan Improves Survival in a Phase III Randomized Trial in Patients With Metastatic Colorectal Cancer Previously Treated With an Oxaliplatin-Based Regimen",2012-10-01,aflibercept,True,['Regeneron Pharmaceuticals'],0,USA,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Phase II Trial of Cetuximab With or Without Paclitaxel in Patients With Advanced Urothelial Tract Carcinoma ,2012-10-01,cetuximab,False,[],0,USA,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Interleukin-21 Has Activity in Patients With Metastatic Melanoma: A Phase II Study,2012-09-20,interleukin-21 (IL-21),True,['ZymoGenetics'],0,USA,13,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Prevention of Delayed Nausea: A University of Rochester Cancer Center Community Clinical Oncology Program Study of Patients Receiving Chemotherapy,2012-09-20,Palonosetron,True,['Eisai'],0,USA,7,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"Randomized Phase II Study of Dacomitinib (PF-00299804), an Irreversible Panâ€“Human Epidermal Growth Factor Receptor Inhibitor, Versus Erlotinib in Patients With Advanced Nonâ€“Small-Cell Lung Cancer",2012-09-20,dacomitinib,True,"['Pfizer', 'Pfizer (immediate family member']",0,Australia,17,12,8,5,0,5,1,1,1,0,0,0,0,0,0,0
Epigenetic Therapy Using Belinostat for Patients With Unresectable Hepatocellular Carcinoma: A Multicenter Phase I/II Study With Biomarker and Pharmacokinetic Analysis of Tumors From Patients in the Mayo Phase II Consortium and the Cancer Therapeutics Research Group,2012-09-20,belinostat,False,[],0,USA,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary mFOLFOX6 Plus Bevacizumab Without Resection of the Primary Tumor for Patients Presenting With Surgically Unresectable Metastatic Colon Cancer and an Intact Asymptomatic Colon Cancer: Definitive Analysis of NSABP Trial C-10,2012-09-10,bevacizumab,True,['Genentech'],0,USA,13,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Bendamustine in Combination With Rituximab for Previously Untreated Patients With Chronic Lymphocytic Leukemia: A Multicenter Phase II Trial of the German Chronic Lymphocytic Leukemia Study Group,2012-09-10,bendamustine,True,"['Mundipharma/Cephalon', 'Cephalon']",0,Germany,23,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0
Bortezomib-Based Graft-Versus-Host Disease Prophylaxis in HLA-Mismatched Unrelated Donor Transplantation,2012-09-10,bortezomib,True,['Millennium Pharmaceuticals'],0,USA,13,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
Induction Chemotherapy and Conformal Radiation Therapy for Very Young Children With Nonmetastatic Medulloblastoma: Children's Oncology Group Study P9934,2012-09-10,,False,[],0,USA,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyperfractionated Versus Conventional Radiotherapy Followed by Chemotherapy in Standard-Risk Medulloblastoma: Results From the Randomized Multicenter HIT-SIOP PNET 4 Trial,2012-09-10,cisplatin,False,[],0,Austria,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sarcopenia During Androgen-Deprivation Therapy for Prostate Cancer,2012-09-10,denosumab,True,"['Amgen (U)', 'Amgen']",0,USA,8,8,2,6,0,3,1,1,1,0,0,0,0,0,0,0
Long-Term Results of CCG 5942: A Randomized Comparison of Chemotherapy With and Without Radiotherapy for Children With Hodgkin's Lymphomaâ€”A Report From the Children's Oncology Group,2012-09-10,,False,[],0,USA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A Phase II Study of Trastuzumab Emtansine in Patients With Human Epidermal Growth Factor Receptor 2â€“Positive Metastatic Breast Cancer Who Were Previously Treated With Trastuzumab, Lapatinib, an Anthracycline, a Taxane, and Capecitabine",2012-09-10,trastuzumab emtansine,True,"['Genentech/Roche (U)', 'Genentech', 'Genentech/Roche', 'Genentech (U)']",0,USA,13,11,5,4,0,1,1,1,1,0,0,0,0,0,0,0
Murine Anti-GD2 Monoclonal Antibody 3F8 Combined With Granulocyte-Macrophage Colony-Stimulating Factor and 13-Cis-Retinoic Acid in High-Risk Patients With Stage 4 Neuroblastoma in First Remission,2012-09-10,3F8,False,[],0,USA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
